transaction_id,date,quarter,year,community,tier,property_type,bedrooms,area_sqft,price_aed,price_per_sqft,transaction_type,gross_roi_pct,annual_rent_est_aed
DLD-118079,2024-01-03,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,4110000,2055.0,Off-Plan,6.55,269000.0
DLD-118080,2024-03-04,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,2962000,1645.56,Ready,6.15,182000.0
DLD-118081,2024-02-20,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2144000,1949.09,Off-Plan,6.81,146000.0
DLD-118082,2024-01-21,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,3467000,1926.11,Off-Plan,6.18,214000.0
DLD-118083,2024-02-08,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2293000,2084.55,Off-Plan,6.32,145000.0
DLD-118084,2024-03-11,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1136000,1893.33,Ready,6.73,76000.0
DLD-118085,2024-02-05,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,4,2200,3986000,1811.82,Off-Plan,6.06,241000.0
DLD-118086,2024-01-30,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,4962000,1654.0,Ready,6.24,310000.0
DLD-118087,2024-01-25,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,6265000,2088.33,Off-Plan,6.7,420000.0
DLD-118088,2024-03-03,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1118000,1863.33,Ready,5.94,66000.0
DLD-118089,2024-03-18,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1497000,1996.0,Off-Plan,5.96,89000.0
DLD-118090,2024-03-04,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7200000,1800.0,Off-Plan,5.83,420000.0
DLD-118091,2024-02-25,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,3882000,1941.0,Off-Plan,6.13,238000.0
DLD-118092,2024-02-25,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5755000,1918.33,Ready,5.99,345000.0
DLD-118093,2024-01-21,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2814000,2010.0,Off-Plan,6.21,175000.0
DLD-118094,2024-03-03,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3690000,2050.0,Off-Plan,6.0,221000.0
DLD-118095,2024-03-26,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2311000,2100.91,Off-Plan,6.65,154000.0
DLD-118096,2024-01-08,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4573000,1829.2,Ready,6.06,277000.0
DLD-118097,2024-02-15,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1974000,2193.33,Off-Plan,6.29,124000.0
DLD-118098,2024-01-14,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7959000,1989.75,Ready,6.54,521000.0
DLD-118099,2024-01-09,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1400,2607000,1862.14,Off-Plan,6.2,162000.0
DLD-118100,2024-02-11,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2613000,1866.43,Ready,6.4,167000.0
DLD-118101,2024-03-02,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3450000,1916.67,Off-Plan,6.37,220000.0
DLD-118102,2024-03-18,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1497000,1996.0,Off-Plan,6.08,91000.0
DLD-118103,2024-02-07,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1606000,2141.33,Off-Plan,6.37,102000.0
DLD-118104,2024-01-19,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4983000,1993.2,Off-Plan,6.58,328000.0
DLD-118105,2024-01-31,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,2152000,2391.11,Ready,6.08,131000.0
DLD-118106,2024-03-07,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2117000,1924.55,Off-Plan,6.22,132000.0
DLD-118107,2024-03-04,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1469000,1958.67,Ready,6.86,101000.0
DLD-118108,2024-01-28,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3090000,1716.67,Off-Plan,5.97,185000.0
DLD-118109,2024-02-23,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,3596000,1997.78,Off-Plan,6.04,217000.0
DLD-118110,2024-03-03,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1778000,1975.56,Off-Plan,6.43,114000.0
DLD-118111,2024-01-02,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1600,3262000,2038.75,Off-Plan,6.15,201000.0
DLD-118112,2024-02-09,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,6173000,2057.67,Off-Plan,6.76,417000.0
DLD-118113,2024-03-21,Q1 2024,2024,Al Barsha,Mid-Market,Villa,4,3500,6513000,1860.86,Ready,5.8,378000.0
DLD-118114,2024-01-21,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2200,4833000,2196.82,Off-Plan,5.88,284000.0
DLD-118115,2024-02-13,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2328000,2116.36,Off-Plan,5.98,139000.0
DLD-118116,2024-03-21,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,0,450,925000,2055.56,Ready,6.49,60000.0
DLD-118117,2024-02-09,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2090000,1900.0,Off-Plan,6.41,134000.0
DLD-118118,2024-03-28,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2786000,1990.0,Off-Plan,6.85,191000.0
DLD-118119,2024-03-20,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1956000,1778.18,Ready,6.39,125000.0
DLD-118120,2024-02-24,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1823000,2025.56,Ready,6.07,111000.0
DLD-118121,2024-03-19,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2533000,1809.29,Off-Plan,6.61,168000.0
DLD-118122,2024-01-16,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1049000,1748.33,Off-Plan,6.56,69000.0
DLD-118123,2024-03-17,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1168000,1946.67,Ready,6.05,71000.0
DLD-118124,2024-01-17,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2124000,1930.91,Ready,6.06,129000.0
DLD-118125,2024-03-08,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1600,2945000,1840.62,Ready,6.38,188000.0
DLD-118126,2024-02-06,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3432000,1906.67,Off-Plan,6.08,209000.0
DLD-118127,2024-02-13,Q1 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1600,3480000,2175.0,Off-Plan,6.72,234000.0
DLD-118128,2024-02-17,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1547000,2062.67,Ready,6.39,99000.0
DLD-118129,2024-03-29,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2303000,2093.64,Ready,6.85,158000.0
DLD-118130,2024-01-17,Q1 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2699000,1927.86,Off-Plan,6.18,167000.0
DLD-118131,2024-05-18,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7824000,1956.0,Off-Plan,5.17,404000.0
DLD-118132,2024-06-12,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2200,4227000,1921.36,Off-Plan,6.16,260000.0
DLD-118133,2024-05-31,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1695000,1883.33,Off-Plan,5.54,94000.0
DLD-118134,2024-04-09,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2243000,2039.09,Ready,6.31,142000.0
DLD-118135,2024-04-03,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1783000,1981.11,Off-Plan,6.74,120000.0
DLD-118136,2024-05-28,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1780000,1977.78,Off-Plan,6.31,112000.0
DLD-118137,2024-05-18,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1886000,2095.56,Off-Plan,6.67,126000.0
DLD-118138,2024-05-24,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1359000,1812.0,Ready,5.97,81000.0
DLD-118139,2024-05-02,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,2939000,1632.78,Off-Plan,6.67,196000.0
DLD-118140,2024-04-27,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,0,450,895000,1988.89,Ready,6.38,57000.0
DLD-118141,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2130000,1936.36,Off-Plan,6.56,140000.0
DLD-118142,2024-06-28,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1203000,2005.0,Off-Plan,6.04,73000.0
DLD-118143,2024-04-30,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1371000,1828.0,Ready,6.45,88000.0
DLD-118144,2024-05-11,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3500,6306000,1801.71,Ready,6.51,410000.0
DLD-118145,2024-06-21,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1256000,2093.33,Ready,6.55,82000.0
DLD-118146,2024-05-31,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1796000,1995.56,Ready,6.52,117000.0
DLD-118147,2024-05-06,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2253000,2048.18,Ready,6.99,158000.0
DLD-118148,2024-06-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1405000,1873.33,Off-Plan,6.21,87000.0
DLD-118149,2024-05-14,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1497000,1996.0,Off-Plan,6.06,91000.0
DLD-118150,2024-06-13,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1424000,1898.67,Off-Plan,6.67,95000.0
DLD-118151,2024-05-13,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1698000,1886.67,Off-Plan,6.11,104000.0
DLD-118152,2024-06-29,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1971000,2190.0,Off-Plan,6.53,129000.0
DLD-118153,2024-04-25,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1600,2841000,1775.62,Off-Plan,6.44,183000.0
DLD-118154,2024-04-17,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2500,4521000,1808.4,Off-Plan,6.11,276000.0
DLD-118155,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2438000,2216.36,Ready,6.56,160000.0
DLD-118156,2024-06-20,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1520000,2026.67,Off-Plan,6.53,99000.0
DLD-118157,2024-06-13,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,3476000,1931.11,Off-Plan,6.22,216000.0
DLD-118158,2024-04-30,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5096000,1698.67,Ready,6.37,324000.0
DLD-118159,2024-06-15,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1924000,1749.09,Ready,5.92,114000.0
DLD-118160,2024-06-18,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2671000,1907.86,Off-Plan,6.64,177000.0
DLD-118161,2024-05-01,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1927000,1751.82,Ready,6.44,124000.0
DLD-118162,2024-05-02,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2200,3716000,1689.09,Off-Plan,6.27,233000.0
DLD-118163,2024-06-02,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1327000,1769.33,Off-Plan,6.35,84000.0
DLD-118164,2024-06-12,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1057000,1761.67,Ready,6.53,69000.0
DLD-118165,2024-05-31,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7318000,1829.5,Off-Plan,6.35,464000.0
DLD-118166,2024-04-03,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7766000,1941.5,Ready,6.33,492000.0
DLD-118167,2024-05-11,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3500,6751000,1928.86,Off-Plan,6.2,418000.0
DLD-118168,2024-06-05,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,6943000,2314.33,Ready,6.5,451000.0
DLD-118169,2024-04-13,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1094000,1823.33,Ready,5.92,65000.0
DLD-118170,2024-05-20,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1785000,1622.73,Off-Plan,6.68,119000.0
DLD-118171,2024-04-19,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,0,450,830000,1844.44,Off-Plan,5.84,48000.0
DLD-118172,2024-06-19,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7751000,1937.75,Off-Plan,6.72,521000.0
DLD-118173,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1179000,1965.0,Ready,7.04,83000.0
DLD-118174,2024-04-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2774000,1981.43,Off-Plan,6.61,183000.0
DLD-118175,2024-06-07,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1444000,1925.33,Ready,6.22,90000.0
DLD-118176,2024-06-02,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,6347000,2115.67,Off-Plan,6.08,386000.0
DLD-118177,2024-05-30,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4996000,1998.4,Off-Plan,6.88,343000.0
DLD-118178,2024-06-17,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,6602000,2200.67,Ready,6.27,414000.0
DLD-118179,2024-05-05,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1672000,1857.78,Off-Plan,6.73,113000.0
DLD-118180,2024-04-09,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1578000,1753.33,Ready,7.09,112000.0
DLD-118181,2024-05-28,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2239000,2035.45,Ready,6.27,140000.0
DLD-118182,2024-05-20,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2046000,1860.0,Ready,6.55,134000.0
DLD-118183,2024-04-25,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,3004000,2145.71,Ready,7.19,216000.0
DLD-118184,2024-05-06,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,3878000,1551.2,Off-Plan,6.53,253000.0
DLD-118185,2024-04-19,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5942000,1980.67,Off-Plan,6.01,357000.0
DLD-118186,2024-05-17,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1191000,1985.0,Ready,5.82,69000.0
DLD-118187,2024-04-08,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,964000,1606.67,Off-Plan,6.31,61000.0
DLD-118188,2024-05-31,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5432000,1810.67,Ready,6.62,360000.0
DLD-118189,2024-05-02,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,3315000,1841.67,Off-Plan,6.79,225000.0
DLD-118190,2024-04-29,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,2851000,1583.89,Off-Plan,6.79,193000.0
DLD-118191,2024-06-21,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1615000,1794.44,Ready,6.35,102000.0
DLD-118192,2024-04-01,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1660000,1844.44,Off-Plan,6.16,102000.0
DLD-118193,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4531000,1812.4,Ready,6.73,305000.0
DLD-118194,2024-05-16,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,3756000,1878.0,Ready,6.2,233000.0
DLD-118195,2024-06-19,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,4830000,1610.0,Ready,6.04,292000.0
DLD-118196,2024-06-01,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,3899000,1949.5,Off-Plan,5.86,228000.0
DLD-118197,2024-06-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,3618000,2010.0,Ready,6.38,231000.0
DLD-118198,2024-04-19,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5585000,1861.67,Ready,6.51,363000.0
DLD-118199,2024-05-05,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1530000,2040.0,Ready,6.67,102000.0
DLD-118200,2024-05-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,0,450,869000,1931.11,Off-Plan,6.47,56000.0
DLD-118201,2024-06-02,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1583000,1758.89,Off-Plan,6.21,98000.0
DLD-118202,2024-05-11,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5816000,1938.67,Ready,6.4,372000.0
DLD-118203,2024-06-17,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1693000,2257.33,Ready,6.17,104000.0
DLD-118204,2024-06-08,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1441000,1921.33,Off-Plan,6.42,93000.0
DLD-118205,2024-04-26,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1600,3016000,1885.0,Ready,6.13,185000.0
DLD-118206,2024-06-22,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1951000,1773.64,Ready,6.28,123000.0
DLD-118207,2024-04-25,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1985000,1804.55,Off-Plan,6.41,127000.0
DLD-118208,2024-06-16,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5367000,1789.0,Ready,6.14,329000.0
DLD-118209,2024-06-17,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1600,3409000,2130.62,Off-Plan,6.74,230000.0
DLD-118210,2024-04-16,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2632000,1880.0,Ready,6.62,174000.0
DLD-118211,2024-05-08,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3844000,2135.56,Ready,6.61,254000.0
DLD-118212,2024-04-08,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1113000,1855.0,Off-Plan,6.44,72000.0
DLD-118213,2024-04-25,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1116000,1860.0,Ready,6.62,74000.0
DLD-118214,2024-06-07,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1573000,1747.78,Off-Plan,6.6,104000.0
DLD-118215,2024-06-04,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1363000,1817.33,Ready,7.3,100000.0
DLD-118216,2024-05-07,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1439000,1918.67,Off-Plan,6.41,92000.0
DLD-118217,2024-05-02,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3500,6851000,1957.43,Off-Plan,6.26,429000.0
DLD-118218,2024-05-19,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,5333000,2133.2,Ready,6.35,338000.0
DLD-118219,2024-05-25,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,7610000,1902.5,Ready,6.23,474000.0
DLD-118220,2024-06-29,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,6173000,2057.67,Off-Plan,6.07,374000.0
DLD-118221,2024-04-02,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1400,2917000,2083.57,Ready,6.46,189000.0
DLD-118222,2024-05-09,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1478000,1970.67,Off-Plan,6.43,95000.0
DLD-118223,2024-05-04,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1228000,1637.33,Ready,6.76,83000.0
DLD-118224,2024-04-27,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1415000,1886.67,Off-Plan,6.43,91000.0
DLD-118225,2024-04-19,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2181000,1982.73,Off-Plan,6.55,143000.0
DLD-118226,2024-05-08,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1558000,2077.33,Off-Plan,6.49,101000.0
DLD-118227,2024-04-04,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1312000,1749.33,Ready,6.16,81000.0
DLD-118228,2024-04-04,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2994000,2138.57,Off-Plan,6.58,197000.0
DLD-118229,2024-06-23,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5345000,1781.67,Ready,7.0,374000.0
DLD-118230,2024-06-22,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3634000,2018.89,Ready,6.67,242000.0
DLD-118231,2024-05-24,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2200,4100000,1863.64,Off-Plan,6.45,265000.0
DLD-118232,2024-04-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1772000,1968.89,Ready,6.68,118000.0
DLD-118233,2024-05-18,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1164000,1940.0,Off-Plan,6.85,80000.0
DLD-118234,2024-05-30,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,5000,8929000,1785.8,Off-Plan,5.99,535000.0
DLD-118235,2024-04-19,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1846000,1678.18,Off-Plan,6.36,117000.0
DLD-118236,2024-05-28,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,4000,6613000,1653.25,Ready,6.42,424000.0
DLD-118237,2024-06-20,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2850000,2035.71,Ready,6.21,177000.0
DLD-118238,2024-05-19,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4730000,1892.0,Ready,6.81,322000.0
DLD-118239,2024-06-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1577000,2102.67,Off-Plan,5.7,90000.0
DLD-118240,2024-04-21,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2933000,2095.0,Ready,6.26,184000.0
DLD-118241,2024-06-16,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2200,4270000,1940.91,Off-Plan,6.72,287000.0
DLD-118242,2024-05-27,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2149000,1953.64,Ready,6.21,133000.0
DLD-118243,2024-05-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2097000,1906.36,Off-Plan,6.59,138000.0
DLD-118244,2024-04-14,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1550000,2066.67,Off-Plan,6.58,102000.0
DLD-118245,2024-05-06,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,3145000,2246.43,Ready,6.22,196000.0
DLD-118246,2024-05-29,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5706000,1902.0,Off-Plan,6.27,358000.0
DLD-118247,2024-05-06,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1766000,1962.22,Off-Plan,6.56,116000.0
DLD-118248,2024-04-26,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1928000,2142.22,Ready,7.11,137000.0
DLD-118249,2024-06-17,Q2 2024,2024,Al Barsha,Mid-Market,Villa,3,2000,3794000,1897.0,Ready,6.62,251000.0
DLD-118250,2024-05-29,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,5202000,2080.8,Ready,6.41,334000.0
DLD-118251,2024-05-07,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1762000,1957.78,Ready,6.18,109000.0
DLD-118252,2024-04-21,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,4131000,2065.5,Off-Plan,6.33,261000.0
DLD-118253,2024-06-15,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1385000,1846.67,Off-Plan,6.2,86000.0
DLD-118254,2024-04-17,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1752000,1946.67,Ready,6.37,112000.0
DLD-118255,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,3799000,1899.5,Ready,6.2,235000.0
DLD-118256,2024-04-03,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,1800,3485000,1936.11,Off-Plan,6.57,229000.0
DLD-118257,2024-04-16,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,1994000,1812.73,Off-Plan,6.48,129000.0
DLD-118258,2024-04-07,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,3000,5587000,1862.33,Off-Plan,6.6,369000.0
DLD-118259,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1800,3817000,2120.56,Off-Plan,5.93,226000.0
DLD-118260,2024-06-10,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2614000,1867.14,Ready,6.49,170000.0
DLD-118261,2024-06-01,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1536000,1706.67,Ready,6.42,99000.0
DLD-118262,2024-05-18,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4419000,1767.6,Off-Plan,6.95,307000.0
DLD-118263,2024-04-19,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1896000,2106.67,Off-Plan,6.09,116000.0
DLD-118264,2024-05-11,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1618000,2157.33,Off-Plan,6.55,106000.0
DLD-118265,2024-05-19,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,600,1236000,2060.0,Ready,6.49,80000.0
DLD-118266,2024-06-10,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,4,2200,3712000,1687.27,Ready,6.58,244000.0
DLD-118267,2024-04-04,Q2 2024,2024,Al Barsha,Mid-Market,Villa,4,2500,4709000,1883.6,Off-Plan,6.36,300000.0
DLD-118268,2024-06-20,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,3,1400,2654000,1895.71,Ready,6.34,168000.0
DLD-118269,2024-05-26,Q2 2024,2024,Al Barsha,Mid-Market,Townhouse,3,2000,3746000,1873.0,Ready,6.89,258000.0
DLD-118270,2024-06-22,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1782000,1980.0,Off-Plan,5.89,105000.0
DLD-118271,2024-05-12,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,1,750,1359000,1812.0,Ready,6.19,84000.0
DLD-118272,2024-05-21,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,900,1493000,1658.89,Off-Plan,6.56,98000.0
DLD-118273,2024-04-23,Q2 2024,2024,Al Barsha,Mid-Market,Apartment,2,1100,2065000,1877.27,Ready,6.32,131000.0
